patch_id,label,loss_percentage,tree_cover_percentage,loss_year,gain_percentage
patch_001500,1,50.257,71.24,2017,0.0715
patch_001501,1,36.0063,63.28,2002,0.1878
patch_001504,1,89.0896,86.49,2002,0.0
patch_001505,1,98.915,96.93,2002,0.0
patch_001506,1,97.8956,95.31,2002,0.0
patch_001507,1,71.1574,83.85,2002,0.0
patch_001510,1,4.4408,87.49,2002,0.0
patch_001511,1,13.2946,62.33,2002,0.2623
patch_001512,1,49.1456,60.38,2002,0.0715
patch_001515,1,85.7498,89.49,2011,0.772
patch_001518,1,9.4029,54.59,2016,2.2433
patch_001522,1,39.5498,98.4,2020,0.2385
patch_001523,1,14.2816,95.86,2020,0.0
patch_001525,1,48.004,58.88,2019,0.0
patch_001526,1,58.8111,97.44,2011,0.0
patch_001527,1,27.494,99.1,2012,0.0238
patch_001528,1,67.8434,97.72,2011,0.0
patch_001529,1,68.7476,78.79,2011,0.0477
patch_001530,1,8.1311,75.37,2019,0.5723
patch_001531,1,44.6124,87.23,2016,0.0573
patch_001532,1,60.8834,96.08,2016,0.1428
patch_001533,1,47.8751,97.59,2004,0.0715
patch_001534,1,20.7041,56.17,2002,0.0477
patch_001536,1,16.1138,68.77,2018,8.0314
patch_001537,1,9.233,54.71,2017,3.2285
patch_001539,1,4.4547,57.15,2023,0.2146
patch_001540,1,18.2992,86.21,2005,0.8346
patch_001541,1,5.5071,75.54,2002,0.5008
patch_001542,1,37.4691,68.27,2002,0.1669
patch_001543,1,9.9943,85.11,2002,1.0254
patch_001544,1,7.6753,99.44,2023,0.0
patch_001545,1,21.3484,80.1,2015,3.4667
patch_001546,1,12.4016,85.21,2019,0.6201
patch_001547,1,84.1644,36.92,2019,0.0
patch_001549,1,86.2643,39.37,2018,0.0
patch_001550,1,13.4126,84.69,2019,0.0
patch_001551,1,35.8177,97.97,2010,0.0238
patch_001552,1,47.706,95.73,2010,0.0
patch_001553,1,81.4263,99.43,2010,0.0
patch_001554,1,69.3947,98.66,2010,0.1431
patch_001555,1,17.2919,97.83,2020,0.0
patch_001556,1,0.4322,99.51,2014,0.0
patch_001557,1,0.0238,99.19,2012,0.0
patch_001558,1,0.0238,97.9,2012,0.0
patch_001559,1,0.167,94.33,2025,0.0
patch_001560,1,0.0603,97.32,2025,0.0
patch_001561,0,0.0,97.07,0,0.0
patch_001562,1,0.0715,96.66,2012,0.0
patch_001563,0,0.0,82.25,0,0.0
patch_001564,1,0.2623,87.88,2009,0.0
patch_001565,1,12.2582,95.27,2018,1.5739
patch_001566,1,60.2948,83.63,2004,0.0
patch_001567,1,52.5972,96.96,2010,0.0715
patch_001568,1,65.9192,93.74,2011,0.0
patch_001569,1,74.1959,93.32,2011,0.0
patch_001570,1,78.8465,91.81,2011,0.0
patch_001571,1,39.9755,75.05,2012,0.1639
patch_001572,1,9.9818,68.41,2014,0.2385
patch_001573,1,3.0232,69.66,2005,0.0
patch_001574,1,2.9845,66.81,2025,0.0
patch_001575,1,41.0478,87.37,2010,0.1669
patch_001577,1,53.8517,97.62,2004,3.8088
patch_001578,1,3.2842,91.02,2004,0.5107
patch_001579,0,0.0,81.93,0,0.0
patch_001580,1,31.7947,81.42,2020,0.0
patch_001581,1,44.2774,85.21,2020,0.0
patch_001582,1,3.5641,74.55,2021,0.0
patch_001583,0,0.0,79.39,0,0.0
patch_001584,0,0.0,75.62,0,0.0
patch_001585,0,0.0,92.86,0,0.0
patch_001586,0,0.0,98.23,0,0.0
patch_001587,1,0.0715,98.77,2021,0.0
patch_001588,0,0.0,98.27,0,0.0
patch_001589,0,0.0,98.39,0,0.0
patch_001590,0,0.0,90.92,0,0.0
patch_001591,0,0.0,67.63,0,0.0
patch_001592,0,0.0,47.88,0,0.0
patch_001593,0,0.0,49.9,0,0.0
patch_001594,0,0.0,72.99,0,0.0
patch_001595,0,0.0,92.16,0,0.0
patch_001603,0,0.0,80.13,0,0.0
patch_001604,0,0.0,99.56,0,0.0
patch_001605,0,0.0,84.64,0,0.0
patch_001606,1,0.0238,77.3,2010,0.0
patch_001607,1,1.407,70.31,2013,0.0
patch_001615,1,0.1908,94.99,2017,0.0
patch_001616,0,0.0,99.89,0,0.0
patch_001617,0,0.0,99.97,0,0.0
patch_001618,0,0.0,99.93,0,0.0
patch_001619,0,0.0,99.97,0,0.0
patch_001620,0,0.0,99.96,0,0.0
patch_001621,0,0.0,99.94,0,0.0
patch_001622,0,0.0,99.86,0,0.0
patch_001623,1,0.4031,99.81,2025,0.0
patch_001624,1,28.4679,99.6,2025,0.0238
patch_001625,1,33.5487,97.81,2025,0.0
patch_001626,1,27.1869,97.76,2025,0.0
patch_001627,1,12.1393,85.78,2023,0.0
patch_001628,1,0.9785,85.65,2015,0.0
patch_001629,1,0.2087,99.54,2017,0.0
patch_001631,0,0.0,99.87,0,0.0
patch_001632,0,0.0,99.89,0,0.0
patch_001633,1,4.4833,99.88,2017,0.0
patch_001634,0,0.0,99.92,0,0.0
patch_001635,0,0.0,99.9,0,0.0
patch_001636,1,0.0954,99.94,2018,0.0
patch_001637,1,0.3339,99.93,2018,0.0
patch_001639,0,0.0,99.77,0,0.0
patch_001640,0,0.0,99.79,0,0.0
patch_001641,0,0.0,99.81,0,0.0
patch_001642,0,0.0,99.98,0,0.0
patch_001643,0,0.0,99.84,0,0.0
patch_001644,0,0.0,99.78,0,0.0
patch_001645,0,0.0,99.66,0,0.0
patch_001646,0,0.0,99.76,0,0.0
patch_001647,0,0.0,99.91,0,0.0
patch_001648,0,0.0,99.85,0,0.0
patch_001649,0,0.0,99.77,0,0.0
patch_001650,1,0.006,99.77,2010,0.0
patch_001651,1,0.0715,99.61,2010,0.0
patch_001652,1,0.0268,99.66,2020,0.0
patch_001653,0,0.0,98.65,0,0.0
patch_001654,0,0.0,97.23,0,0.0
patch_001656,1,0.2862,43.65,2020,0.0477
patch_001657,1,1.8989,81.51,2025,0.0
patch_001658,1,0.7038,89.71,2010,0.0
patch_001659,1,1.1781,94.97,2010,0.0
patch_001660,0,0.0,83.94,0,0.0
patch_001661,0,0.0,93.61,0,0.0
patch_001662,1,0.0238,89.65,2011,0.0477
patch_001663,0,0.0,89.43,0,0.0
patch_001664,1,0.1431,93.29,2020,0.0
patch_001665,0,0.0,94.6,0,0.0
patch_001666,0,0.0,91.34,0,0.0
patch_001667,0,0.0,91.64,0,0.0
patch_001668,1,0.0009,89.86,2021,0.0
patch_001669,1,40.7896,88.35,2020,0.5962
patch_001670,1,42.9726,75.64,2017,0.5425
patch_001671,1,39.6576,82.8,2007,0.0542
patch_001672,1,45.1954,76.11,2017,3.3386
patch_001673,1,34.2597,74.88,2017,0.6785
patch_001674,1,13.5589,73.05,2018,0.1212
patch_001675,1,52.3894,60.79,2019,0.1192
patch_001676,1,55.478,84.95,2016,0.2176
patch_001677,1,40.9099,57.13,2016,0.4531
patch_001680,1,59.7617,66.88,2013,1.2937
patch_001681,1,26.7769,68.52,2020,1.405
patch_001682,1,17.7745,63.72,2009,0.0477
patch_001685,1,39.0078,54.61,2004,0.0
patch_001686,1,37.4819,63.53,2004,0.0
patch_001687,1,22.3597,86.54,2004,0.0238
patch_001688,1,13.5981,78.34,2003,0.162
patch_001689,1,7.9223,84.09,2011,0.0888
patch_001690,1,30.3031,94.67,2004,0.0
patch_001691,1,59.1948,91.31,2005,0.0238
patch_001692,1,63.3132,76.1,2007,0.0
patch_001693,1,69.191,78.09,2004,0.0238
patch_001694,1,51.4819,92.55,2004,0.0954
patch_001695,1,37.248,71.35,2002,1.0255
patch_001696,1,30.0665,65.54,2001,0.7452
patch_001698,1,49.6217,84.83,2016,0.0
patch_001699,1,64.1645,91.78,2004,0.0
patch_001700,1,71.2929,77.18,2010,0.0238
patch_001702,1,53.9557,97.81,2016,8.376
patch_001703,1,51.5985,76.4,2002,0.222
patch_001704,1,28.7642,82.64,2022,0.0
patch_001708,1,41.7323,69.83,2004,0.1192
patch_001709,1,16.6958,82.68,2016,0.0
patch_001710,1,1.0757,76.72,2024,0.0
patch_001711,1,1.1754,76.85,2024,0.0
patch_001712,0,0.0,73.26,0,0.0
patch_001713,1,0.3038,90.04,2024,0.0
patch_001714,1,0.4895,86.26,2006,0.2623
patch_001715,1,0.3816,87.75,2019,0.0
patch_001716,1,0.459,89.65,2011,1.7174
patch_001717,1,4.8144,74.57,2019,7.7685
patch_001718,1,20.5257,97.46,2016,0.0
patch_001719,1,38.2343,77.28,2016,0.0
patch_001720,1,61.3374,85.88,2016,0.0
patch_001721,1,89.5482,94.47,2004,0.0477
patch_001722,1,80.2339,91.97,2009,0.0238
patch_001724,1,12.6056,95.42,2010,0.5062
patch_001725,1,27.9069,98.65,2013,0.6695
patch_001726,1,38.7053,68.34,2010,0.1431
patch_001727,1,10.5966,95.33,2019,0.0
patch_001728,1,55.4442,95.07,2009,0.1192
patch_001734,1,70.9072,69.11,2002,0.0
patch_001737,1,8.0682,75.79,2003,0.0
patch_001744,1,36.37,68.53,2004,0.1669
patch_001745,1,36.5619,65.72,2021,0.6916
patch_001746,1,9.74,91.06,2019,0.9719
patch_001748,1,30.8571,66.99,2016,1.583
patch_001750,1,31.0232,62.83,2023,0.6678
patch_001751,1,24.9988,82.27,2011,0.1192
patch_001752,1,41.4146,69.84,2012,0.0
patch_001753,1,28.9382,80.62,2012,0.1192
patch_001754,1,34.3653,97.81,2012,0.0238
patch_001756,1,69.5356,86.29,2011,0.0238
patch_001758,1,37.7254,87.79,2020,0.0715
patch_001759,1,38.0083,83.27,2014,1.1924
patch_001760,1,52.2692,96.94,2020,0.0238
patch_001761,1,25.5317,99.53,2016,0.0
patch_001762,1,0.3339,88.11,2011,0.0238
patch_001763,1,0.8495,75.39,2020,0.0626
patch_001764,1,19.1978,84.86,2002,3.4103
patch_001765,1,22.4542,85.35,2015,1.0284
patch_001766,1,3.3619,63.53,2002,0.4223
patch_001767,1,29.9584,68.29,2004,0.0
patch_001768,1,24.445,72.51,2004,0.1192
patch_001769,1,9.2108,89.36,2002,0.0715
patch_001770,1,31.8037,96.96,2006,0.72
patch_001771,1,9.9476,66.06,2003,0.0972
patch_001772,1,3.2207,99.57,2011,0.0
patch_001773,1,2.0064,99.11,2009,0.0238
patch_001774,1,19.0492,90.08,2018,0.0
patch_001775,1,62.7658,60.8,2019,0.0
patch_001776,1,43.9929,71.94,2018,0.0238
patch_001778,1,16.8995,89.81,2018,0.0
patch_001779,1,47.5699,98.81,2017,0.0113
patch_001780,1,65.0449,97.6,2010,0.0189
patch_001781,1,51.459,99.37,2003,0.0
patch_001782,1,19.1539,99.38,2002,0.0
patch_001783,0,0.0,98.09,0,0.0
patch_001784,0,0.0,99.16,0,0.0
patch_001785,0,0.0,99.31,0,0.0
patch_001786,0,0.0,96.18,0,0.0
patch_001787,1,0.0238,97.25,2012,0.0
patch_001788,0,0.0,97.89,0,0.0
patch_001789,1,0.1163,97.64,2024,0.0
patch_001790,0,0.0,95.72,0,0.0
patch_001791,0,0.0,72.57,0,0.0
patch_001792,0,0.0,90.83,0,0.0
patch_001793,0,0.0,86.47,0,0.0
patch_001794,1,2.7957,96.46,2020,0.0
patch_001795,1,33.5606,98.71,2010,0.0
patch_001796,1,66.3027,79.69,2002,0.281
patch_001797,1,72.0211,91.18,2011,0.0115
patch_001798,1,46.5215,85.26,2005,0.0477
patch_001799,1,16.4392,60.91,2002,0.0507
patch_001800,1,2.9952,69.12,2003,0.1431
patch_001801,1,4.0771,55.18,2004,0.7675
patch_001802,1,42.8812,77.46,2004,2.1756
patch_001803,1,48.5606,78.59,2015,0.0458
patch_001804,1,55.5289,91.47,2010,0.0
patch_001805,1,26.2175,93.52,2006,0.0954
patch_001806,1,5.0114,97.9,2010,0.0715
patch_001807,1,56.3109,89.2,2016,0.0
patch_001808,1,61.8782,92.04,2019,0.0
patch_001809,1,78.2586,78.41,2019,0.0
patch_001810,1,46.3241,88.93,2020,0.0
patch_001811,1,0.0656,63.29,2021,0.0
patch_001812,0,0.0,65.46,0,0.0
patch_001813,1,0.0477,92.63,2006,0.0
patch_001814,1,0.1669,89.2,2006,0.0
patch_001815,0,0.0,91.21,0,0.0
patch_001816,0,0.0,94.83,0,0.0
patch_001817,0,0.0,88.92,0,0.0
patch_001818,0,0.0,69.78,0,0.0
patch_001819,0,0.0,56.02,0,0.0
patch_001821,0,0.0,66.71,0,0.0
patch_001822,0,0.0,59.57,0,0.0
patch_001823,0,0.0,60.58,0,0.0
patch_001824,1,31.5771,53.65,2013,1.8841
patch_001826,1,4.2965,75.64,2023,0.6916
patch_001831,1,0.0477,99.66,2008,0.0
patch_001832,0,0.0,99.49,0,0.0
patch_001833,0,0.0,99.35,0,0.0
patch_001835,1,0.0954,91.07,2014,0.0
patch_001836,1,0.3816,66.65,2013,0.0238
patch_001837,1,1.7528,93.97,2011,0.0
patch_001838,1,10.0259,92.38,2010,0.0
patch_001839,1,3.8529,75.87,2010,0.0
patch_001840,1,7.5157,94.84,2010,0.0
patch_001843,0,0.0,93.77,0,0.0
patch_001844,0,0.0,99.93,0,0.0
patch_001845,0,0.0,99.96,0,0.0
patch_001846,0,0.0,99.93,0,0.0
patch_001847,0,0.0,99.92,0,0.0
patch_001848,0,0.0,99.94,0,0.0
patch_001849,0,0.0,99.88,0,0.0
patch_001850,0,0.0,99.92,0,0.0
patch_001851,0,0.0,99.94,0,0.0
patch_001852,0,0.0,99.9,0,0.0
patch_001853,0,0.0,99.74,0,0.0
patch_001854,0,0.0,99.81,0,0.0
patch_001856,1,1.5175,93.35,2016,0.0
patch_001857,1,0.8645,96.87,2017,0.0
patch_001858,1,1.2163,96.12,2017,0.0
patch_001859,1,0.4293,97.84,2017,0.0
patch_001860,0,0.0,99.71,0,0.0
patch_001861,0,0.0,99.87,0,0.0
patch_001862,1,1.7258,99.75,2021,0.0
patch_001863,1,15.1692,96.55,2021,3.1809
patch_001864,1,19.2432,94.92,2003,4.5789
patch_001865,1,10.1173,98.07,2020,0.2623
patch_001866,1,22.385,97.99,2010,2.6234
patch_001867,1,0.6797,99.3,2023,0.0
patch_001868,0,0.0,99.2,0,0.0
patch_001869,0,0.0,99.53,0,0.0
patch_001870,0,0.0,99.84,0,0.0
patch_001871,0,0.0,99.34,0,0.0
patch_001872,0,0.0,99.47,0,0.0
patch_001873,0,0.0,99.38,0,0.0
patch_001874,0,0.0,99.66,0,0.0
patch_001875,1,0.0924,99.9,2020,0.0
patch_001876,1,0.0238,99.66,2008,0.0
patch_001877,0,0.0,99.34,0,0.0
patch_001878,0,0.0,99.75,0,0.0
patch_001879,0,0.0,99.78,0,0.0
patch_001880,0,0.0,99.83,0,0.0
patch_001881,0,0.0,99.66,0,0.0
patch_001882,0,0.0,98.82,0,0.0
patch_001883,0,0.0,71.93,0,0.0
patch_001884,1,0.0477,64.89,2001,0.0
patch_001885,1,2.2269,90.26,2025,0.0
patch_001886,0,0.0,92.74,0,0.0
patch_001887,0,0.0,91.89,0,0.0
patch_001888,1,0.0238,86.91,2010,0.0
patch_001889,0,0.0,88.49,0,0.0
patch_001890,1,1.2266,94.14,2005,0.0715
patch_001891,1,31.9125,91.18,2003,1.7231
patch_001892,1,21.0096,82.81,2001,0.0477
patch_001893,1,0.3636,95.3,2025,0.0
patch_001894,0,0.0,96.0,0,0.0
patch_001895,0,0.0,97.25,0,0.0
patch_001896,0,0.0,97.68,0,0.0
patch_001897,1,1.5768,94.39,2001,0.0
patch_001898,1,8.1516,88.77,2001,0.316
patch_001899,1,17.1547,90.87,2016,0.0477
patch_001900,1,63.7394,84.22,2015,0.3816
patch_001901,1,19.0989,88.48,2022,0.161
patch_001902,1,0.7087,62.5,2020,0.0
patch_001903,1,35.3408,69.75,2021,0.0238
patch_001904,1,44.9472,83.01,2022,1.315
patch_001905,1,21.7803,52.51,2016,0.2012
patch_001908,1,67.2119,72.22,2008,0.0238
patch_001909,1,32.7721,64.61,2015,0.3577
patch_001912,1,37.6469,62.86,2017,0.2146
patch_001913,1,51.7891,57.22,2008,0.0477
patch_001914,1,67.0023,82.65,2004,0.0954
patch_001915,1,48.6299,82.74,2004,0.0
patch_001916,1,15.2431,89.91,2004,0.0
patch_001917,1,4.1792,94.25,2017,0.0
patch_001918,1,24.9498,92.59,2017,0.3935
patch_001919,1,60.4946,80.99,2004,0.0477
patch_001920,1,37.21,90.32,2017,0.2385
patch_001921,1,57.0076,86.3,2005,0.0477
patch_001922,1,35.9898,87.57,2003,0.0954
patch_001923,1,25.4355,83.49,2005,0.2146
patch_001924,1,9.435,83.66,2004,0.9909
patch_001926,1,24.6752,84.12,2011,0.0
patch_001927,1,18.4833,96.78,2015,0.0715
patch_001928,1,58.1274,69.31,2004,0.1431
patch_001929,1,29.3095,84.54,2006,0.0954
patch_001930,1,47.8414,85.24,2002,0.0
patch_001932,1,45.4887,83.58,2002,0.0477
patch_001934,1,79.5808,83.28,2016,2.6668
patch_001935,1,37.7983,52.79,2021,0.8673
patch_001936,1,24.6251,79.08,2006,0.0
patch_001937,1,55.6259,87.1,2018,0.0
patch_001938,1,20.5652,72.52,2018,0.0
patch_001939,1,0.2257,75.74,2024,0.0
patch_001940,1,0.1192,96.19,2017,0.0
patch_001941,1,0.0238,98.63,2017,0.0
patch_001942,0,0.0,97.14,0,0.1192
patch_001943,1,0.4352,97.48,2017,0.0
patch_001944,1,1.4091,96.91,2022,0.0
patch_001945,1,34.1529,96.99,2021,0.1669
patch_001946,1,44.1691,92.78,2022,0.0
patch_001947,1,54.2603,92.48,2010,0.0
patch_001948,1,83.6147,94.21,2009,0.0
patch_001949,1,65.1888,96.54,2009,0.0
patch_001950,1,62.4873,87.07,2004,0.0
patch_001951,1,84.189,89.95,2021,0.0477
patch_001952,1,60.1182,93.02,2016,0.5724
patch_001953,1,39.9805,94.96,2005,0.5784
patch_001954,1,14.6645,67.47,2021,0.3585
patch_001955,1,51.193,75.78,2002,0.0349
patch_001956,1,73.7817,93.93,2004,0.0238
patch_001973,1,29.1431,52.31,2003,0.31
patch_001974,1,34.3949,66.2,2004,1.7887
patch_001975,1,26.4154,77.08,2016,0.954
patch_001976,1,39.8135,77.96,2015,1.1984
patch_001978,1,57.9606,76.32,2003,1.7734
patch_001979,1,17.3113,60.74,2012,0.2219
patch_001980,1,13.2971,75.24,2012,0.0
patch_001981,1,64.6456,98.8,2020,0.0
patch_001982,1,78.3702,99.16,2017,0.0
patch_001983,1,66.7057,90.89,2011,0.0
patch_001984,1,41.1158,88.32,2012,0.0238
patch_001985,1,19.6271,94.65,2024,0.1908
patch_001986,1,31.2555,95.52,2020,0.0238
patch_001987,1,21.2967,85.47,2020,0.1908
patch_001988,1,14.7614,98.75,2010,0.0
patch_001989,1,26.8972,72.7,2002,0.6678
patch_001990,1,26.1888,61.26,2003,0.0238
patch_001991,1,1.0584,88.33,2005,0.4144
patch_001992,1,23.0072,99.18,2003,0.5724
patch_001993,1,30.671,82.26,2004,3.8416
patch_001994,1,26.1321,61.78,2002,1.9399
patch_001995,1,49.9192,69.7,2004,0.1431
patch_001996,1,65.2463,99.54,2004,0.0
patch_001997,1,44.1591,81.47,2004,0.0238
patch_001998,1,54.5026,83.59,2004,0.0
patch_001999,1,27.8115,98.88,2004,1.3832
patch_002000,1,5.7975,99.74,2017,0.0
patch_002001,1,0.4756,99.49,2020,0.0
patch_002002,1,2.7279,97.82,2022,0.0238
patch_002003,1,27.0025,94.36,2017,0.0
patch_002004,1,9.8234,98.55,2017,0.0
patch_002005,1,42.9137,99.49,2017,0.0
patch_002006,1,51.222,99.6,2017,0.0
patch_002007,1,42.8626,98.27,2017,0.0
patch_002008,1,32.3982,91.94,2002,0.2325
patch_002009,1,1.5027,99.11,2003,0.0238
patch_002010,1,0.0238,99.81,2012,0.0
patch_002011,1,0.3931,99.47,2002,0.0
patch_002012,1,0.1378,95.42,2012,0.0
patch_002013,1,0.0477,97.16,2009,0.0
patch_002014,1,0.0954,97.18,2012,0.0
patch_002015,0,0.0,93.85,0,0.0
patch_002016,0,0.0,97.65,0,0.0
patch_002017,1,0.003,97.48,2024,0.0477
patch_002018,0,0.0,96.28,0,0.0
patch_002019,0,0.0,93.29,0,0.0
patch_002020,0,0.0,79.39,0,0.0
patch_002021,0,0.0,67.94,0,0.0
patch_002022,0,0.0,71.91,0,0.0
patch_002023,1,0.0238,96.05,2010,0.0
patch_002024,1,34.185,96.25,2012,0.0
patch_002025,1,50.9419,96.86,2012,0.0
patch_002026,1,29.0742,86.06,2024,0.0784
patch_002027,1,20.2338,62.88,2025,1.1859
patch_002028,1,31.9538,84.61,2010,0.2504
patch_002029,1,37.4717,76.32,2013,2.2246
patch_002030,1,7.5803,66.39,2004,0.1117
patch_002031,1,21.128,61.18,2017,0.0477
patch_002032,1,44.2095,70.59,2014,0.0238
patch_002033,1,68.6167,83.35,2004,1.6233
patch_002034,1,55.2952,98.8,2016,0.0336
patch_002035,1,58.1246,97.99,2016,0.0
patch_002036,1,50.7985,97.34,2016,0.0238
patch_002037,1,91.1772,92.93,2020,0.0
patch_002038,1,72.057,93.14,2019,0.0
patch_002039,1,6.0622,89.04,2020,0.0
patch_002040,0,0.0,63.27,0,0.0
patch_002041,1,0.0477,70.36,2012,0.0
patch_002042,0,0.0,57.32,0,0.0
patch_002043,0,0.0,56.2,0,0.0
patch_002044,0,0.0,61.77,0,0.0
patch_002045,0,0.0,51.39,0,0.0
patch_002046,0,0.0,59.96,0,0.0
patch_002047,0,0.0,43.67,0,0.0
patch_002049,1,0.0238,55.63,2012,0.0
patch_002050,0,0.0,45.55,0,0.0
patch_002051,0,0.0,46.05,0,0.0
patch_002058,1,0.0239,56.62,2017,0.0
patch_002059,1,1.7614,98.93,2007,0.0
patch_002060,1,0.4152,97.97,2007,0.0
patch_002061,0,0.0,99.23,0,0.0
patch_002062,0,0.0,99.42,0,0.0
patch_002063,0,0.0,99.32,0,0.0
patch_002064,0,0.0,97.69,0,0.0
patch_002065,1,0.0477,96.55,2013,0.0239
patch_002066,1,0.1431,99.72,2015,0.0
patch_002067,1,0.2862,99.82,2012,0.0
patch_002068,1,0.0715,99.32,2020,0.0
patch_002069,1,1.7173,97.69,2018,0.0
patch_002070,1,4.9369,85.44,2018,0.3339
patch_002071,1,0.0477,99.5,2001,0.0
patch_002072,0,0.0,99.82,0,0.0
patch_002073,1,0.1908,99.91,2020,0.0
patch_002074,0,0.0,99.94,0,0.0
patch_002075,0,0.0,99.88,0,0.0
patch_002076,1,2.5044,99.86,2013,0.0
patch_002077,0,0.0,99.87,0,0.0
patch_002078,0,0.0,99.82,0,0.0
patch_002079,0,0.0,99.78,0,0.0
patch_002080,0,0.0,99.88,0,0.0
patch_002081,0,0.0,99.57,0,0.0
patch_002082,0,0.0,99.65,0,0.0
patch_002083,0,0.0,99.85,0,0.0
patch_002084,0,0.0,99.88,0,0.0
patch_002085,0,0.0,99.69,0,0.0
patch_002086,1,0.0716,99.02,2017,0.0
patch_002087,1,1.4549,96.88,2017,0.0239
patch_002088,1,1.4836,97.35,2017,0.0
patch_002089,1,15.0175,96.05,2017,0.5832
patch_002090,1,37.3406,84.03,2017,3.7288
patch_002091,1,14.5871,93.41,2016,0.6295
patch_002092,1,16.0062,98.77,2023,0.0
patch_002093,1,3.5682,97.23,2024,0.0
patch_002094,1,4.5648,97.27,2020,0.4056
patch_002095,1,0.1729,98.5,2020,0.0
patch_002096,1,0.1133,99.42,2023,0.0
patch_002097,0,0.0,99.46,0,0.0
patch_002098,0,0.0,99.65,0,0.0
patch_002099,0,0.0,99.19,0,0.0
patch_002100,0,0.0,99.33,0,0.0
patch_002101,0,0.0,99.44,0,0.0
patch_002103,1,1.1479,99.84,2020,0.0
patch_002104,1,0.0239,99.06,2010,0.0
patch_002105,0,0.0,99.7,0,0.0
patch_002106,0,0.0,99.7,0,0.0
patch_002107,0,0.0,99.76,0,0.0
patch_002108,0,0.0,99.83,0,0.0
patch_002109,0,0.0,99.4,0,0.0
patch_002110,0,0.0,91.39,0,0.0
patch_002111,0,0.0,76.65,0,0.0
patch_002112,0,0.0,81.2,0,0.0
patch_002113,0,0.0,94.56,0,0.0
patch_002115,0,0.0,91.87,0,0.0
patch_002116,0,0.0,88.1,0,0.0
patch_002117,0,0.0,88.84,0,0.0
patch_002118,1,0.6992,90.1,2024,0.0477
patch_002119,1,22.1098,87.2,2023,0.7096
patch_002120,1,40.0333,74.97,2021,0.2862
patch_002121,1,1.8197,95.41,2025,0.0954
patch_002122,1,0.1431,93.92,2004,0.0
patch_002123,1,1.0343,92.76,2002,0.2235
patch_002124,1,0.0447,97.87,2001,0.0209
patch_002125,1,2.2474,90.65,2003,0.3101
patch_002126,1,41.2521,82.55,2003,0.1431
patch_002127,1,32.5268,73.88,2002,0.843
patch_002128,1,34.6872,82.05,2016,1.2019
patch_002129,1,16.5014,79.8,2004,0.006
patch_002130,1,12.6002,49.9,2007,0.0239
patch_002131,1,33.0942,59.45,2005,0.0
patch_002132,1,46.3332,86.81,2018,0.3115
patch_002133,1,32.47,74.35,2015,0.1364
patch_002136,1,9.2235,57.07,2002,0.5486
patch_002137,1,46.703,61.98,2001,0.426
patch_002138,1,59.2176,80.06,2016,0.2121
patch_002139,1,51.7067,80.57,2020,0.1193
patch_002140,1,65.3552,70.43,2020,0.3339
patch_002141,1,91.3258,95.26,2002,0.0
patch_002142,1,37.0879,80.59,2001,0.0477
patch_002143,1,30.0443,90.76,2004,0.0924
patch_002144,1,21.9744,80.17,2004,0.1163
patch_002145,1,2.7296,94.39,2017,0.0
patch_002146,1,31.2507,91.09,2020,1.3954
patch_002147,1,48.6501,93.27,2004,0.2623
patch_002148,1,37.2053,79.49,2022,1.0733
patch_002150,1,23.2518,89.47,2002,1.3647
patch_002151,1,7.6384,96.54,2005,0.0954
patch_002152,1,20.2311,83.97,2005,0.0716
patch_002155,1,7.7427,94.24,2004,0.1491
patch_002156,1,43.2656,64.46,2004,2.8638
patch_002162,1,54.6186,69.88,2013,1.4311
patch_002164,1,5.5723,61.21,2010,0.0
patch_002165,1,6.394,71.3,2019,0.0
patch_002166,1,1.7279,68.67,2004,0.0477
patch_002167,1,0.0477,67.29,2017,0.0
patch_002168,1,0.0477,95.34,2017,0.0
patch_002169,0,0.0,98.63,0,0.0
patch_002170,0,0.0,98.71,0,0.0
patch_002171,0,0.0,97.9,0,0.0
patch_002172,1,0.0519,97.94,2022,0.0
patch_002173,1,12.2377,93.11,2022,0.0
patch_002174,1,13.9996,96.13,2022,0.0
patch_002175,1,69.3743,96.25,2003,0.0
patch_002176,1,57.2737,92.21,2009,0.1908
patch_002177,1,67.5304,90.92,2004,0.0
patch_002178,1,66.1554,93.82,2004,0.0
patch_002179,1,58.1192,84.17,2021,0.0239
patch_002180,1,71.6961,91.37,2010,0.0239
patch_002181,1,68.4644,93.85,2011,0.0
patch_002182,1,47.7774,98.47,2004,0.0
patch_002184,1,86.0398,85.55,2004,0.0238
patch_002186,1,84.6655,95.99,2004,0.0
patch_002187,1,81.6266,84.27,2004,0.0
patch_002192,1,52.5121,59.04,2002,0.0
patch_002193,1,18.7475,94.83,2017,0.2206
patch_002194,1,56.045,70.03,2004,0.0
patch_002195,1,68.52,93.49,2010,0.0
patch_002200,1,26.4045,55.43,2003,0.0
patch_002201,1,16.7016,67.01,2004,0.0239
patch_002202,1,33.1772,63.49,2004,1.8366
patch_002203,1,37.9032,73.19,2007,0.1401
patch_002204,1,72.5398,73.88,2018,0.5247
patch_002205,1,44.4534,75.43,2004,0.1908
patch_002206,1,56.8733,98.46,2004,2.9606
patch_002207,1,2.2063,99.72,2004,0.5386
patch_002208,1,13.0609,87.88,2004,0.0716
patch_002209,1,83.9639,99.63,2020,0.0
patch_002210,1,91.0398,99.27,2016,0.0477
patch_002211,1,30.9723,97.91,2016,0.3816
